Temperature[C],Humidity[%],Pressure[hPa],CO(V),Fire Alarm
13.978,42.11,937.365,0.901,0
14.022,42.02,937.369,0.806,0
14.066,42.04,937.37,0.204,0
14.109,41.96,937.363,0.458,0
14.153,42.08,937.358,0.707,0
14.196,43.05,937.351,0.162,0
14.24,44.08,937.348,0.453,0
14.283,44.85,937.346,0.442,0
14.326,45.53,937.358,0.764,0
14.369,46.04,937.352,0.928,0
14.412,46.48,937.358,0.024,0
14.455,46.85,937.363,0.534,0
14.498,47.08,937.36,0.867,0
14.541,47.32,937.35,0.019,0
14.583,47.52,937.353,0.986,0
14.626,47.68,937.361,0.515,0
14.668,47.88,937.37,0.456,0
14.711,47.98,937.364,0.601,0
14.753,48.11,937.367,0.992,0
14.795,48.19,937.361,0.586,0
14.837,48.28,937.36,0.085,0
14.879,48.39,937.362,0.57,0
14.921,48.46,937.356,0.193,0
14.963,48.54,937.363,0.203,0
15.004,48.58,937.354,0.066,0
15.046,48.63,937.352,0.054,0
15.088,48.69,937.349,0.7,0
15.129,48.75,937.348,0.461,0
15.17,48.8,937.348,0.365,0
15.211,48.85,937.343,0.265,0
15.253,48.95,937.347,0.809,0
15.294,48.95,937.345,0.123,0
15.334,48.98,937.343,0.915,0
15.375,49.03,937.348,0.466,0
15.416,49.02,937.353,0.473,0
15.457,47.93,937.358,0.557,0
15.497,46.81,937.348,0.307,0
15.537,45.91,937.345,0.536,0
15.578,45.24,937.349,0.795,0
15.618,44.66,937.341,0.382,0
15.658,44.32,937.347,0.457,0
15.698,43.98,937.336,0.028,0
15.738,43.74,937.338,0.032,0
15.777,43.49,937.328,0.417,0
15.817,43.36,937.322,0.582,0
15.857,43.18,937.325,0.788,0
15.896,43.06,937.332,0.048,0
15.935,42.94,937.329,0.388,0
15.975,42.83,937.327,0.976,0
16.014,42.75,937.332,0.579,0
16.053,42.7,937.333,0.338,0
16.091,42.63,937.334,0.043,0
16.13,42.5,937.342,0.486,0
16.169,42.48,937.346,0.121,0
16.207,42.4,937.35,0.195,0
16.246,42.35,937.356,0.808,0
16.284,42.32,937.365,0.707,0
16.322,42.24,937.353,0.634,0
16.36,42.23,937.364,0.153,0
16.398,42.18,937.369,0.553,0
16.436,42.12,937.352,0.985,0
16.474,42.08,937.353,0.236,0
16.511,42.01,937.339,0.825,0
16.549,42.01,937.344,0.736,0
16.586,42.05,937.356,0.567,0
16.623,43.0,937.355,0.974,0
16.66,44.05,937.36,0.871,0
16.697,44.88,937.375,0.445,0
16.734,45.54,937.364,0.367,0
16.771,46.04,937.348,0.855,0
16.807,46.47,937.348,0.177,0
16.844,46.83,937.347,0.321,0
16.88,47.09,937.343,0.971,0
16.916,47.34,937.354,0.354,0
16.952,47.51,937.348,0.462,0
16.988,47.7,937.355,0.279,0
17.024,47.82,937.354,0.435,0
17.059,47.97,937.361,0.409,0
17.095,48.05,937.355,0.399,0
17.13,48.19,937.358,0.958,0
17.166,48.32,937.348,0.446,0
17.201,48.37,937.351,0.274,0
17.236,48.45,937.354,0.675,0
17.271,48.54,937.365,0.256,0
17.305,48.6,937.375,0.304,0
17.34,48.7,937.386,0.085,0
17.374,48.75,937.374,0.04,0
17.409,48.8,937.373,0.605,0
17.443,48.9,937.382,0.312,0
17.477,48.96,937.381,0.717,0
17.511,49.0,937.384,0.999,0
17.545,49.06,937.388,0.455,0
17.578,49.12,937.378,0.472,0
17.612,49.13,937.38,0.825,0
17.645,49.08,937.383,0.667,0
17.678,48.03,937.385,0.442,0
17.711,46.93,937.389,0.796,0
17.744,45.99,937.388,0.696,0
17.777,45.31,937.403,0.296,0
17.81,44.78,937.414,0.562,0
17.842,44.4,937.419,0.292,0
17.874,44.08,937.416,0.708,0
17.907,43.79,937.422,0.515,0
17.939,43.56,937.413,0.479,0
17.97,43.42,937.413,0.859,0
18.002,43.28,937.422,0.752,0
18.034,43.15,937.419,0.433,0
18.065,43.0,937.422,0.823,0
18.096,42.88,937.411,0.679,0
18.128,42.81,937.416,0.752,0
18.159,42.69,937.413,0.301,0
18.189,42.68,937.416,0.113,0
18.22,42.61,937.405,0.545,0
18.251,42.49,937.403,0.39,0
18.281,42.48,937.398,0.766,0
18.311,42.35,937.4,0.706,0
18.341,42.34,937.409,0.932,0
18.371,42.3,937.409,0.178,0
18.401,42.24,937.417,0.733,0
18.43,42.21,937.41,0.869,0
18.46,42.17,937.411,0.543,0
18.489,42.14,937.416,0.522,0
18.518,42.13,937.411,0.785,0
18.547,42.06,937.405,0.159,0
18.576,42.1,937.405,0.239,0
18.605,43.11,937.41,0.605,0
18.633,44.14,937.408,0.717,0
18.661,44.95,937.412,0.942,0
18.689,45.57,937.402,0.203,0
18.717,46.1,937.387,0.248,0
18.745,46.5,937.397,0.803,0
18.773,46.84,937.402,0.875,0
18.8,47.14,937.42,0.814,0
18.828,47.32,937.424,0.833,0
18.855,47.57,937.413,0.304,0
18.882,47.74,937.418,0.925,0
18.909,47.88,937.415,0.398,0
18.935,48.02,937.422,0.296,0
18.962,48.13,937.42,0.773,0
18.988,48.27,937.429,0.072,0
19.014,48.36,937.433,0.09,0
19.04,48.45,937.441,0.927,0
19.066,48.5,937.446,0.915,0
19.091,48.61,937.441,0.803,0
19.117,48.68,937.421,0.244,0
19.142,48.7,937.436,0.243,0
19.167,48.8,937.425,0.347,0
19.192,48.9,937.436,0.577,0
19.217,48.97,937.426,0.091,0
19.241,48.97,937.429,0.155,0
19.265,49.05,937.427,0.332,0
19.29,49.07,937.42,0.615,0
19.314,49.14,937.417,0.708,0
19.337,49.19,937.419,0.201,0
19.361,49.12,937.415,0.4,0
19.385,48.08,937.414,0.966,0
19.408,46.99,937.41,0.561,0
19.431,46.05,937.415,0.569,0
19.454,45.38,937.409,0.84,0
19.477,44.86,937.406,0.362,0
19.499,44.41,937.408,0.673,0
19.521,44.11,937.403,0.827,0
19.544,43.82,937.414,0.325,0
19.566,43.63,937.421,0.046,0
19.587,43.4,937.422,0.836,0
19.609,43.27,937.424,0.419,0
19.63,43.16,937.432,0.52,0
19.652,43.0,937.43,0.032,0
19.673,42.88,937.426,0.676,0
19.694,42.8,937.428,0.58,0
19.714,42.72,937.434,0.198,0
19.735,42.62,937.433,0.757,0
19.755,42.54,937.426,0.315,0
19.775,42.49,937.415,0.24,0
19.795,42.44,937.412,0.869,0
19.815,42.38,937.419,0.759,0
19.834,42.32,937.418,0.805,0
19.853,42.25,937.419,0.189,0
19.872,42.23,937.414,0.424,0
19.891,42.14,937.419,0.462,0
19.91,42.14,937.412,0.243,0
19.929,42.09,937.405,0.365,0
19.947,42.05,937.421,0.236,0
19.965,42.01,937.422,0.806,0
19.983,42.12,937.418,0.008,0
20.001,43.12,937.416,0.136,0
20.018,44.16,937.424,0.123,0
20.035,44.91,937.415,0.173,0
20.053,45.61,937.408,0.181,0
20.069,46.13,937.406,0.304,0
20.086,46.54,937.414,0.113,0
20.103,46.88,937.421,0.04,0
20.119,47.16,937.42,0.814,0
20.135,47.34,937.415,0.93,0
20.151,47.63,937.408,0.82,0
20.167,47.74,937.4,0.157,0
20.182,47.86,937.408,0.21,0
20.198,48.02,937.419,0.493,0
20.213,48.12,937.416,0.465,0
20.228,48.21,937.415,0.05,0
20.243,48.32,937.399,0.977,0
20.257,48.44,937.41,0.013,0
20.272,48.47,937.419,0.989,0
20.286,48.55,937.42,0.962,0
20.3,48.62,937.424,0.236,0
20.314,48.67,937.418,0.685,0
20.327,48.79,937.433,0.142,0
20.341,48.83,937.432,0.25,0
20.354,48.9,937.435,0.514,0
20.367,48.95,937.42,0.047,0
20.38,49.02,937.421,0.449,0
20.393,49.06,937.417,0.924,0
20.405,49.08,937.412,0.45,0
20.418,49.18,937.409,0.019,0
20.43,49.12,937.406,0.768,0
20.442,48.06,937.409,0.3,0
20.454,46.87,937.417,0.341,0
20.465,45.98,937.413,0.854,0
20.477,45.33,937.403,0.418,0
20.488,44.82,937.406,0.112,0
20.499,44.43,937.416,0.495,0
20.51,44.1,937.41,0.404,0
20.52,43.82,937.413,0.726,0
20.531,43.6,937.405,0.02,0
20.541,43.39,937.409,0.778,0
20.551,43.23,937.398,0.377,0
20.561,43.07,937.409,0.816,0
20.571,42.96,937.413,0.716,0
20.581,42.87,937.414,0.502,0
20.59,42.78,937.42,0.472,0
20.599,42.68,937.417,0.665,0
20.609,42.61,937.421,0.833,0
20.617,42.54,937.413,0.879,0
20.626,42.46,937.405,0.369,0
20.635,42.41,937.405,0.346,0
20.643,42.37,937.398,0.004,0
20.651,42.29,937.401,0.333,0
20.659,42.26,937.398,0.652,0
20.667,42.18,937.404,0.275,0
20.675,42.2,937.407,0.377,0
20.682,42.18,937.412,0.415,0
20.69,42.07,937.425,0.139,0
20.697,42.07,937.417,0.315,0
20.704,42.03,937.416,0.812,0
20.711,42.1,937.411,0.09,0
20.718,43.04,937.409,0.599,0
20.724,44.11,937.411,0.501,0
20.73,44.93,937.412,0.327,0
20.737,45.59,937.414,0.792,0
20.743,46.11,937.424,0.368,0
20.748,46.51,937.413,0.023,0
20.754,46.88,937.402,0.767,0
20.76,47.19,937.411,0.626,0
20.765,47.41,937.404,0.384,0
20.77,47.57,937.413,0.706,0
20.775,47.77,937.413,0.32,0
20.78,47.94,937.399,0.55,0
20.785,48.05,937.395,0.609,0
20.789,48.17,937.395,0.831,0
20.793,48.27,937.387,0.448,0
20.798,48.39,937.387,0.182,0
20.802,48.42,937.373,0.367,0
20.806,48.58,937.367,0.577,0
20.809,48.65,937.366,0.002,0
20.813,48.69,937.377,0.356,0
20.816,48.76,937.381,0.579,0
20.819,48.87,937.383,0.584,0
20.823,48.9,937.381,0.125,0
20.825,48.96,937.385,0.6,0
20.828,49.07,937.374,0.101,0
20.831,49.09,937.379,0.026,0
20.833,49.16,937.379,0.118,0
20.836,49.14,937.377,0.709,0
20.838,49.24,937.367,0.771,0
20.84,49.17,937.366,0.496,0
20.842,48.11,937.368,0.692,0
20.843,47.0,937.37,0.104,0
20.845,46.06,937.373,0.022,0
20.846,45.35,937.375,0.361,0
20.847,44.83,937.374,0.807,0
20.848,44.4,937.371,0.444,0
20.849,44.11,937.365,0.922,0
20.85,43.85,937.354,0.65,0
20.851,43.58,937.353,0.407,0
20.851,43.45,937.362,0.161,0
20.851,43.26,937.362,0.382,0
20.852,43.14,937.356,0.354,0
20.852,43.01,937.351,0.873,0
20.852,42.92,937.348,0.082,0
20.851,42.79,937.351,0.335,0
20.851,42.73,937.366,0.464,0
20.85,42.63,937.372,0.329,0
20.85,42.58,937.356,0.624,0
20.849,42.52,937.356,0.052,0
20.848,42.46,937.362,0.819,0
20.847,42.41,937.361,0.051,0
20.845,42.38,937.356,0.494,0
20.844,42.32,937.359,0.27,0
20.842,42.23,937.362,0.167,0
20.841,42.3,937.367,0.824,0
20.839,42.24,937.375,0.363,0
20.837,42.18,937.377,0.62,0
20.835,42.16,937.375,0.604,0
20.832,42.1,937.373,0.151,0
20.83,42.17,937.368,0.503,0
20.827,43.16,937.364,0.422,0
20.825,44.14,937.359,0.632,0
20.822,44.97,937.353,0.865,0
20.819,45.64,937.358,0.207,0
20.816,46.11,937.355,0.902,0
20.812,46.55,937.361,0.49,0
20.809,46.91,937.359,0.754,0
20.805,47.2,937.354,0.662,0
20.802,47.43,937.351,0.952,0
20.798,47.66,937.335,0.276,0
20.794,47.79,937.339,0.503,0
20.79,47.94,937.337,0.397,0
20.786,48.08,937.328,0.762,0
20.782,48.22,937.342,0.431,0
20.777,48.33,937.341,0.54,0
20.773,48.42,937.333,0.171,0
20.768,48.51,937.337,0.085,0
20.763,48.6,937.342,0.104,0
20.758,48.65,937.341,0.258,0
20.753,48.75,937.345,0.997,0
20.748,48.78,937.335,0.472,0
20.742,48.9,937.333,0.564,0
20.737,48.95,937.336,0.229,0
20.731,48.97,937.331,0.107,0
20.725,49.09,937.337,0.474,0
20.72,49.12,937.345,0.269,0
20.714,49.19,937.355,0.931,0
20.707,49.24,937.357,0.203,0
20.701,49.23,937.365,0.529,0
20.695,49.24,937.35,0.848,0
20.688,48.13,937.35,0.774,0
20.682,47.0,937.341,0.693,0
20.675,46.09,937.342,0.29,0
20.668,45.44,937.348,0.516,0
20.661,44.88,937.34,0.329,0
20.654,44.51,937.339,0.033,0
20.647,44.16,937.337,0.426,0
20.639,43.93,937.32,0.776,0
20.632,43.69,937.317,0.481,0
20.624,43.53,937.316,0.051,0
20.617,43.33,937.31,0.408,0
20.609,43.17,937.31,0.46,0
20.601,43.1,937.31,0.945,0
20.593,42.99,937.313,0.655,0
20.585,42.91,937.319,0.181,0
20.576,42.82,937.323,0.678,0
20.568,42.78,937.337,0.679,0
20.559,42.69,937.33,0.861,0
20.551,42.6,937.334,0.417,0
20.542,42.53,937.333,0.063,0
20.533,42.51,937.341,0.827,0
20.524,42.42,937.339,0.68,0
20.515,42.36,937.332,0.485,0
20.506,42.32,937.332,0.15,0
20.496,42.3,937.343,0.962,0
20.487,42.26,937.336,0.231,0
20.477,42.21,937.344,0.413,0
20.468,42.2,937.348,0.668,0
20.458,42.15,937.349,0.284,0
20.448,42.19,937.357,0.851,0
20.438,43.19,937.348,0.814,0
20.428,44.21,937.342,0.64,0
20.418,45.01,937.359,0.17,0
20.407,45.73,937.359,0.55,0
20.397,46.21,937.353,0.844,0
20.387,46.65,937.359,0.563,0
20.376,46.94,937.364,0.179,0
20.365,47.27,937.354,0.327,0
20.354,47.5,937.356,0.825,0
20.343,47.66,937.364,0.564,0
20.332,47.87,937.364,0.204,0
20.321,48.02,937.377,0.678,0
20.31,48.16,937.366,0.752,0
20.299,48.28,937.367,0.348,0
20.287,48.43,937.366,0.919,0
20.276,48.5,937.367,0.343,0
20.264,48.6,937.38,0.201,0
20.252,48.66,937.377,0.379,0
20.24,48.75,937.378,0.795,0
20.228,48.81,937.367,0.957,0
20.216,48.84,937.353,0.047,0
20.204,48.94,937.358,0.508,0
20.192,49.0,937.363,0.585,0
20.179,49.06,937.372,0.232,0
20.167,49.11,937.365,0.178,0
20.154,49.17,937.355,0.538,0
20.142,49.16,937.349,0.995,0
20.129,49.22,937.339,0.387,0
20.116,49.29,937.353,0.513,0
20.103,49.22,937.355,0.203,0
20.09,48.12,937.357,0.944,0
20.077,47.0,937.356,0.228,0
20.064,46.12,937.363,0.032,0
20.051,45.44,937.363,0.982,0
20.037,44.88,937.356,0.639,0
20.024,44.38,937.357,0.733,0
20.01,44.07,937.362,0.318,0
19.997,43.82,937.357,0.818,0
19.983,43.61,937.345,0.48,0
19.969,43.44,937.344,0.468,0
19.955,43.25,937.343,0.343,0
19.941,43.15,937.34,0.92,0
19.927,43.02,937.337,0.552,0
19.913,42.91,937.34,0.91,0
19.898,42.86,937.347,0.482,0
19.884,42.79,937.355,0.828,0
19.87,42.68,937.348,0.19,0
19.855,42.59,937.364,0.782,0
19.84,42.52,937.355,0.495,0
19.826,42.56,937.363,0.189,0
19.811,42.42,937.355,0.875,0
19.796,42.4,937.358,0.638,0
19.781,42.38,937.357,0.826,0
19.766,42.31,937.358,0.205,0
19.751,42.27,937.357,0.206,0
19.736,42.21,937.348,0.444,0
19.72,42.17,937.345,0.809,0
19.705,42.16,937.349,0.755,0
19.69,42.11,937.349,0.343,0
19.674,42.2,937.358,0.536,0
19.658,43.19,937.365,0.856,0
19.643,44.21,937.365,0.521,0
19.627,45.02,937.367,0.234,0
19.611,45.67,937.37,0.069,0
19.595,46.19,937.37,0.694,0
19.579,46.59,937.372,0.227,0
19.563,46.94,937.377,0.618,0
19.547,47.2,937.389,0.861,0
19.531,47.41,937.395,0.358,0
19.514,47.64,937.379,0.003,0
19.498,47.79,937.383,0.023,0
19.482,48.01,937.382,0.362,0
19.465,48.08,937.397,0.82,0
19.449,48.23,937.388,0.231,0
19.432,48.34,937.39,0.425,0
19.415,48.42,937.389,0.643,0
19.398,48.48,937.385,0.085,0
19.382,48.63,937.375,0.966,0
19.365,48.65,937.377,0.827,0
19.348,48.77,937.378,0.197,0
19.33,48.8,937.376,0.873,0
19.313,48.89,937.381,0.697,0
19.296,48.96,937.38,0.813,0
19.279,49.0,937.376,0.701,0
19.261,49.11,937.382,0.947,0
19.244,49.14,937.385,0.101,0
19.227,49.16,937.388,0.964,0
19.209,49.2,937.371,0.632,0
19.191,49.25,937.353,0.364,0
19.174,49.2,937.351,0.806,0
19.156,48.14,937.355,0.055,0
19.138,47.0,937.34,0.826,0
19.12,46.11,937.322,0.715,0
19.102,45.42,937.324,0.29,0
19.084,44.93,937.33,0.817,0
19.066,44.48,937.329,0.111,0
19.048,44.2,937.334,0.185,0
19.03,43.96,937.333,0.78,0
19.012,43.74,937.336,0.354,0
18.994,43.55,937.341,0.862,0
18.975,43.38,937.345,0.937,0
18.957,43.22,937.352,0.386,0
18.938,43.11,937.35,0.177,0
18.92,43.03,937.359,0.661,0
18.901,42.92,937.364,0.181,0
18.883,42.85,937.36,0.279,0
18.864,42.72,937.371,0.997,0
18.845,42.69,937.368,0.997,0
18.826,42.65,937.357,0.909,0
18.807,42.55,937.36,0.766,0
18.789,42.49,937.368,0.902,0
18.77,42.49,937.365,0.526,0
18.751,42.45,937.369,0.846,0
18.731,42.39,937.362,0.214,0
18.712,42.33,937.364,0.123,0
18.693,42.33,937.375,0.708,0
18.674,42.26,937.377,0.821,0
18.655,42.19,937.38,0.424,0
18.635,42.14,937.389,0.586,0
18.616,42.25,937.392,0.192,0
18.597,43.19,937.397,0.654,0
18.577,44.23,937.397,0.102,0
18.558,45.07,937.396,0.229,0
18.538,45.68,937.395,0.451,0
18.518,46.24,937.388,0.026,0
18.499,46.69,937.389,0.379,0
18.479,46.99,937.38,0.612,0
18.459,47.3,937.358,0.98,0
18.439,47.52,937.347,0.199,0
18.42,47.71,937.352,0.905,0
18.4,47.88,937.343,0.918,0
18.38,48.01,937.344,0.149,0
18.36,48.15,937.36,0.886,0
18.34,48.26,937.365,0.603,0
18.32,48.32,937.376,0.49,0
18.3,48.47,937.365,0.491,0
18.28,48.53,937.366,0.129,0
18.259,48.56,937.362,0.338,0
18.239,48.66,937.367,0.618,0
18.219,48.75,937.369,0.177,0
18.199,48.81,937.371,0.647,0
18.178,48.87,937.381,0.867,0
18.158,48.95,937.388,0.625,0
18.138,49.02,937.385,0.091,0
18.117,49.07,937.37,0.38,0
18.097,49.13,937.381,0.582,0
18.076,49.16,937.385,0.286,0
18.056,49.19,937.377,0.046,0
18.035,49.25,937.383,0.009,0
18.014,49.25,937.38,0.354,0
17.994,48.16,937.376,0.297,0
17.973,46.97,937.371,0.675,0
17.952,46.06,937.378,0.982,0
17.932,45.38,937.377,0.955,0
17.911,44.9,937.367,0.954,0
17.89,44.52,937.356,0.265,0
17.869,44.15,937.352,0.189,0
17.848,43.95,937.343,0.704,0
17.827,43.69,937.335,0.23,0
17.806,43.49,937.327,0.859,0
17.785,43.33,937.334,0.417,0
17.764,43.19,937.336,0.055,0
17.743,43.05,937.344,0.1,0
17.722,42.96,937.344,0.419,0
17.701,42.91,937.349,0.902,0
17.68,42.76,937.355,0.397,0
17.659,42.71,937.36,0.847,0
17.638,42.62,937.38,0.666,0
17.617,42.56,937.377,0.043,0
17.596,42.48,937.382,0.166,0
17.574,42.42,937.386,0.723,0
17.553,42.37,937.376,0.746,0
17.532,42.36,937.365,0.185,0
17.511,42.31,937.36,0.758,0
17.489,42.26,937.364,0.889,0
17.468,42.24,937.365,0.879,0
17.447,42.21,937.37,0.333,0
17.425,42.14,937.37,0.551,0
17.404,42.08,937.373,0.225,0
17.382,42.16,937.378,0.793,0
17.361,43.15,937.368,0.282,0
17.339,44.17,937.374,0.72,0
17.318,44.98,937.378,0.688,0
17.297,45.66,937.375,0.171,0
17.275,46.18,937.39,0.143,0
17.253,46.61,937.387,0.094,0
17.232,46.94,937.389,0.208,0
17.21,47.27,937.379,0.305,0
17.189,47.47,937.382,0.878,0
17.167,47.68,937.374,0.783,0
17.146,47.88,937.377,0.011,0
17.124,48.03,937.375,0.398,0
17.102,48.16,937.379,0.924,0
17.081,48.25,937.38,0.013,0
17.059,48.36,937.377,0.789,0
17.038,48.48,937.385,0.014,0
17.016,48.6,937.381,0.813,0
16.994,48.69,937.387,0.941,0
16.973,48.75,937.381,0.248,0
16.951,48.82,937.385,0.893,0
16.929,48.89,937.38,0.068,0
16.907,48.97,937.368,0.745,0
16.886,49.01,937.379,0.789,0
16.864,49.07,937.371,0.267,0
16.842,49.14,937.377,0.968,0
16.821,49.18,937.359,0.292,0
16.799,49.23,937.367,0.535,0
16.777,49.33,937.383,0.34,0
16.755,49.35,937.381,0.346,0
16.734,49.3,937.388,0.695,0
16.712,48.24,937.383,0.882,0
16.69,47.14,937.39,0.441,0
16.668,46.22,937.395,0.475,0
16.646,45.52,937.41,0.181,0
16.625,44.99,937.416,0.474,0
16.603,44.61,937.421,0.036,0
16.581,44.28,937.407,0.049,0
16.559,44.0,937.402,0.848,0
16.538,43.83,937.393,0.175,0
16.516,43.6,937.401,0.512,0
16.494,43.47,937.394,0.466,0
16.472,43.35,937.385,0.036,0
16.451,43.16,937.386,0.376,0
16.429,43.03,937.385,0.167,0
16.407,42.94,937.405,0.825,0
16.385,42.88,937.407,0.865,0
16.364,42.81,937.413,0.366,0
16.342,42.72,937.421,0.908,0
16.32,42.71,937.426,0.703,0
16.298,42.62,937.424,0.13,0
16.277,42.59,937.417,0.539,0
16.255,42.53,937.408,0.672,0
16.233,42.51,937.398,0.951,0
16.211,42.38,937.398,0.151,0
16.19,42.36,937.395,0.206,0
16.168,42.29,937.402,0.661,0
16.146,42.29,937.4,0.136,0
16.125,42.23,937.394,0.663,0
16.103,42.2,937.39,0.864,0
16.081,42.32,937.386,0.472,0
16.06,43.26,937.396,0.305,0
16.038,44.22,937.389,0.843,0
16.017,45.1,937.39,0.454,0
15.995,45.76,937.396,0.286,0
15.973,46.24,937.405,0.898,0
15.952,46.65,937.406,0.563,0
15.93,47.0,937.411,0.959,0
15.909,47.24,937.418,0.708,0
15.887,47.52,937.41,0.197,0
15.866,47.7,937.407,0.923,0
15.844,47.88,937.401,0.594,0
15.823,48.03,937.392,0.064,0
15.801,48.13,937.392,0.061,0
15.78,48.26,937.394,0.907,0
15.758,48.4,937.408,0.725,0
15.737,48.49,937.413,0.299,0
15.716,48.62,937.41,0.131,0
15.694,48.66,937.41,0.774,0
15.673,48.76,937.415,0.539,0
15.652,48.84,937.406,0.973,0
15.63,48.88,937.405,0.905,0
15.609,48.96,937.412,0.511,0
15.588,49.04,937.418,0.718,0
15.567,49.07,937.415,0.379,0
15.545,49.18,937.404,0.572,0
15.524,49.19,937.408,0.503,0
15.503,49.29,937.407,0.891,0
15.482,49.29,937.416,0.652,0
15.461,49.38,937.421,0.82,0
15.44,49.34,937.416,0.078,0
15.419,48.21,937.419,0.187,0
15.398,47.09,937.414,0.749,0
15.377,46.21,937.414,0.504,0
15.356,45.52,937.418,0.377,0
15.335,44.99,937.42,0.717,0
15.314,44.6,937.425,0.384,0
15.293,44.26,937.415,0.793,0
15.272,44.03,937.41,0.174,0
15.251,43.76,937.414,0.014,0
15.23,43.64,937.411,0.712,0
15.21,43.5,937.43,0.867,0
15.189,43.28,937.429,0.249,0
15.168,43.17,937.43,0.413,0
15.147,43.06,937.427,0.441,0
15.127,42.98,937.42,0.814,0
15.106,42.88,937.423,0.69,0
15.086,42.81,937.428,0.391,0
15.065,42.74,937.432,0.884,0
15.045,42.68,937.44,0.999,0
15.024,42.58,937.426,0.276,0
15.004,42.59,937.424,0.305,0
14.983,42.5,937.419,0.764,0
14.963,42.45,937.414,0.45,0
14.943,42.45,937.418,0.718,0
14.922,42.39,937.41,0.522,0
14.902,42.32,937.409,0.472,0
14.882,42.31,937.401,0.704,0
14.862,42.29,937.41,0.545,0
14.842,42.22,937.409,0.504,0
14.822,42.28,937.421,0.247,0
14.802,43.26,937.418,0.674,0
14.782,44.31,937.426,0.309,0
14.762,45.16,937.429,0.699,0
14.742,45.8,937.431,0.894,0
14.722,46.28,937.433,0.783,0
14.702,46.7,937.423,0.09,0
14.682,47.03,937.436,0.395,0
14.663,47.3,937.446,0.284,0
14.643,47.59,937.455,0.418,0
14.623,47.74,937.453,0.9,0
14.604,47.93,937.45,0.594,0
14.584,48.06,937.462,0.597,0
14.565,48.21,937.455,0.459,0
14.545,48.25,937.451,0.901,0
14.526,48.43,937.455,0.52,0
14.506,48.57,937.454,0.146,0
14.487,48.64,937.454,0.464,0
14.468,48.83,937.44,0.305,0
14.449,48.92,937.442,0.576,0
14.43,49.03,937.444,0.978,0
14.41,49.18,937.449,0.091,0
14.391,49.31,937.452,0.964,0
14.372,49.36,937.448,0.435,0
14.353,49.44,937.452,0.957,0
14.335,49.44,937.467,0.63,0
14.316,49.54,937.468,0.503,0
14.297,49.58,937.459,0.333,0
14.278,49.6,937.437,0.669,0
14.26,49.67,937.437,0.405,0
14.241,49.56,937.441,0.9,0
14.222,48.53,937.437,0.862,0
14.204,47.53,937.448,0.195,0
14.186,46.77,937.443,0.182,0
14.167,46.12,937.446,0.477,0
14.149,45.67,937.432,0.925,0
14.131,45.29,937.427,0.462,0
14.112,44.97,937.43,0.731,0
14.094,44.69,937.428,0.51,0
14.076,44.46,937.431,0.468,0
14.058,43.99,937.43,0.82,0
14.04,43.54,937.433,0.395,0
14.022,43.17,937.439,0.523,0
14.004,42.92,937.441,0.609,0
13.987,42.66,937.432,0.523,0
13.969,42.48,937.436,0.905,0
13.951,42.27,937.45,0.024,0
13.934,42.04,937.436,0.37,0
13.916,41.87,937.43,0.815,0
13.899,41.77,937.427,0.382,0
13.881,41.65,937.427,0.879,0
13.864,41.57,937.431,0.08,0
13.847,41.3,937.432,0.927,0
13.83,40.96,937.439,0.205,0
13.812,40.52,937.426,0.759,0
13.795,40.12,937.426,0.75,0
13.778,39.98,937.432,0.372,0
13.762,39.99,937.448,0.9,0
13.745,40.17,937.451,0.27,0
13.728,40.25,937.45,0.077,0
13.711,40.16,937.453,0.188,0
13.695,40.81,937.46,0.349,0
13.678,41.65,937.452,0.735,0
13.662,42.47,937.446,0.133,0
13.645,43.21,937.45,0.726,0
13.629,43.69,937.438,0.064,0
13.613,44.0,937.445,0.15,0
13.596,44.09,937.449,0.237,0
13.58,44.18,937.445,0.931,0
13.564,44.21,937.456,0.547,0
13.548,44.29,937.454,0.543,0
13.532,44.46,937.462,0.395,0
13.517,44.62,937.449,0.397,0
13.501,44.85,937.453,0.334,0
13.485,45.07,937.448,0.397,0
13.47,45.06,937.449,0.397,0
13.454,45.22,937.451,0.04,0
13.439,45.32,937.447,0.871,0
13.423,45.34,937.448,0.13,0
13.408,45.34,937.442,0.755,0
13.393,45.15,937.448,0.589,0
13.378,44.97,937.45,0.42,0
13.363,44.86,937.436,0.069,0
13.348,44.88,937.431,0.316,0
13.333,44.76,937.426,0.764,0
13.318,44.79,937.43,0.386,0
13.304,44.79,937.428,0.739,0
13.289,44.77,937.43,0.11,0
13.275,44.71,937.44,0.54,0
13.26,44.73,937.439,0.773,0
13.246,44.87,937.443,0.69,0
13.232,44.29,937.439,0.478,0
13.218,43.73,937.438,0.864,0
13.204,43.18,937.439,0.505,0
13.19,42.68,937.433,0.826,0
13.176,42.26,937.438,0.115,0
13.162,42.07,937.443,0.36,0
13.148,41.84,937.44,0.526,0
13.135,41.55,937.443,0.591,0
13.121,41.3,937.449,0.435,0
13.108,41.02,937.463,0.609,0
13.094,40.81,937.467,0.044,0
13.081,40.54,937.458,0.983,0
13.068,40.44,937.437,0.307,0
13.055,40.28,937.432,0.605,0
13.042,40.12,937.434,0.041,0
13.029,40.05,937.437,0.799,0
13.016,39.97,937.449,0.429,0
13.003,39.86,937.448,0.783,0
12.99,39.87,937.447,0.636,0
12.978,39.85,937.449,0.979,0
